smiles,frequency,length
CCCCCC1C=CC(=O)O1,1,17
CC1=C2CCC(C)CC2OC1=O,1,20
CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC,1,31
CCCCC(CC)COC(=O)c1ccccc1,1,24
CCCCCCCC=CC(=O)O,1,16
CC1CCC2C1C1C(CCC2(C)O)C1(C)C,1,28
CC(C)=CCCC1(C)C2CC3C(C2)C31C,1,28
Cc1ccc(C2OCC(C)O2)cc1,1,21
CC(=O)OC1(C)CCCC(C)(C)C12CCC(C)O2,1,33
C=CCOC(=O)CCCCCCCCC,1,19
C=CCc1ccc(OCc2ccccc2)c(OC)c1,1,28
CC1=CC(C)C(C=O)CC1,1,18
CSCSSC,1,6
CC(C)=CCCC1=CCC(C=O)CC1,1,23
CCC1=C(O)C(=O)C(C)O1,1,20
C=C1CCC23C(C)CCC(C(C)C)C2C13,1,28
CC1(C)C2CCC3(CO3)C1C2,1,21
CC1=CCC(C)C(C=O)C1,1,18
Cc1ccc(CC(C)C=O)cc1,1,19
CCCCCCCCC1OCC(C)O1,1,18
CCCCOC(=O)C(C)CCC,1,17
CC(=O)CCCC(C)CCCC(C)C,1,21
CCCCC(C(C)=O)C(=O)OCC,1,21
CCCCC(CC)COC(=O)CC,1,18
CCCCCCCCCC1OCC(C)O1,1,19
O=C(Cc1ccccc1)OCC1CCCO1,1,23
CCOC(=O)CC1(C)OCC(C)O1,1,22
CC1CC(C)(C)OC(Cc2ccccc2)O1,1,26
CCOC(OCC)c1ccc2c(c1)OCO2,1,24
COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,1,37
CCCOC(=O)c1ccccc1N,1,18
CCCCCCC1OC(C)C(C)O1,1,19
C=C(C)C1CCC(C)CC1OC(C)=O,1,24
C=CCSCCC,1,8
CCCCCOC(=O)Cc1ccccc1,1,20
CC(=O)OC1CC2CC1C1C=CCC21,1,24
CC1COC(C(C)C)O1,1,15
CC(C)=CCCC(C)CCCC(C)C=O,1,23
COC(=O)c1ccccc1N=CCC(C)CCCC(C)(C)O,1,34
CC(O)C(=O)OCc1ccccc1,1,20
CCCCCCC(C)OC(C)=O,1,17
CCOC(C)OC(C)=O,1,14
CCC(C)COC(=O)C(C)C,1,18
CC(c1ccccc1)C1OCCO1,1,19
CCCCCCC=CC(=O)O,1,15
CCCCCC1OC(=O)CC1C,1,17
CC1COC(c2ccco2)O1,1,17
O=C(Cc1ccccc1)OC1CCCCC1,1,23
CCCCCOC(=O)CC(C)C,1,17
CCOC(=O)c1ccccc1NC,1,18
CCCCCCCC(OCC)OCC,1,16
CCCCCCCCCC(OCC)OCC,1,18
O=C(OC1CCCCC1)c1ccccc1O,1,23
CCCCCOC(=O)C(C)O,1,16
CC1(C)CCCC(C)(O)C1=O,1,20
CC(C)C(=O)OC(C)(C)Cc1ccccc1,1,27
CCCC1CCOC(C)S1,1,14
Cc1cnc(SCc2ccco2)cn1,1,20
CC(=O)OCc1ccc(C(C)C)cc1,1,23
O=COC1CCCCCCCCCCC1,1,18
CSCCC1OCC(C)O1,1,14
CCCCCOC(=O)c1ccccc1N,1,20
CCCOc1cncc(C)n1,1,15
C=C(C)C1CC(=O)C2(C)OC2C1,1,24
O=C(c1ccccc1)C(O)O,1,18
CCC1CCCC(=O)O1,1,14
CCCCC(CC)C(=O)OCC,1,17
CCCCCC1C(=O)CCC1CC(=O)OC,1,24
CCCCCC(=O)OCC(C)CC,1,18
CCOC(C)OCCc1ccccc1,1,18
CCC(=O)C(C)CC=C(C)C,1,19
CCC(C)C(=O)OCC(C)C,1,18
CCC(=O)OCC(C)CC,1,15
CCC(C)SC(=O)CC(C)C,1,18
C=C1C(O)CC2CC1C2(C)C,1,20
COC1CC(C)CCC1C(C)C,1,18
CC(=O)CCCC(C)CCC=C(C)C,1,22
CC1(C)C2=CCCC(C)(C)C23CCC1C3,1,28
C=CC1(C)CCC(=O)O1,1,17
CC(=O)OCCC1=CCC2CC1C2(C)C,1,25
CCOC(=O)C(C)(O)CC,1,17
CC(C)(C)C(=O)OCCc1ccccc1,1,24
CCc1ccc(CC(C)(C)C=O)cc1,1,23
CCOCc1ccccc1OC,1,14
CC(=O)c1ncc(C)nc1C,1,18
CCCc1nc(C)c(C)o1,1,16
Cc1nc(CC(C)C)sc1C,1,17
CCCCCCCCOCC=O,1,13
CCOc1cncc(C)n1,1,14
CCCCCCCCCCC(OC)OC,1,17
C=CC(C)CCCC(C)(C)OC(C)=O,1,24
CCOC(=O)C1OC1c1ccc(C)cc1,1,24
CCOCc1cnccn1,1,12
CC1=CCCC(C)(C)C1C(C)CCC=O,1,25
CCC(=O)OCCCCCCC(C)C,1,19
CC(c1ccccc1)N(C)C,1,17
CC1COC(C)O1,1,11
CCCCCCC(CC)OC(C)=O,1,18
CCCCCCOC(C)OCC,1,14
CC1CC(C)(c2ccccc2)OC(C)O1,1,25
C=C(C)C1CCC(C)C2=C(C1)C(C)CC2,1,29
CCCCCOC(=O)C(C)CC,1,17
CCC1(O)C2(C)CCC(C2)C1(C)C,1,25
CC(=O)OC1CC(C)CC(C)(C)C1,1,24
COC(OC)C(C)(C)CC=C(C)C,1,22
CCCCCCC1OC(=O)CC1C,1,18
C=CCOC(=O)COCCC(C)C,1,19
CC(CCOC=O)CC(C)(C)C,1,19
CC(C)CCOC(=O)CC(S)C(=O)OCCC(C)C,1,31
CSSC(C)(C)C=O,1,13
CSc1nccnc1C(C)C,1,15
CCCC(=O)Oc1c(C)occc1=O,1,22
CCC(=O)OC(C)(C)Cc1ccccc1,1,24
CCC(=O)Oc1c(C)occc1=O,1,21
CC(C)=CCOC=O,1,12
CCCC(=O)OC1=C(C)CCC1=O,1,22
CC(C)=CCCC(C)CCOC(=O)c1ccccc1N,1,30
CCOc1cc(C2OCC(C)O2)ccc1O,1,24
COc1cc(C2OCC(C)O2)ccc1O,1,23
CC1CCC(CO)C(C)C1,1,16
CC1CCC2CC1SC2(C)C,1,17
CC1CCC(C(C)C)C(OC(=O)C(C)C)C1,1,29
CC(C)=CCCC1(C)OCC(C)O1,1,22
CCCCCCCCCC(C)C(OC)OC,1,20
CCCCCCCCC(=O)OCCCCC,1,19
CCCCCCCCCC(=O)OCCCCCCC,1,22
CC(=O)Sc1ccoc1C,1,15
CC(=O)Sc1cc(C)oc1C,1,18
CCCCCCCCC(OCC)OCC,1,17
CCC(C)COC(=O)C=C(C)C,1,20
COCc1cnccn1,1,11
COC(C)(C)CCCC(C)C=O,1,19
CC(=O)OCCCCCCCC(C)C,1,19
C=CC(C)(CCC=C(C)C)OC(=O)CCCC,1,28
CCOC(=O)C(O)CC(C)C,1,18
CCC(=O)OCC(C)OC(=O)CC,1,21
C=CCOC(=O)COC1CCCCC1,1,20
CC(C)=CCCC(C)CCOC(=O)CC(C)C,1,27
CC(=O)OC(C)(C)C1CC=C(C)CC1,1,26
CCCCCCCCC1CCCC(=O)O1,1,20
CCCCCCCCCCCC1CCCC(=O)O1,1,23
CCCCCC(O)CC(=O)OCC,1,18
CC(C)CCCC(C)CC=O,1,16
CCCCC(C)OC(C)=O,1,15
CC1=CC=C2C(C)(C)CCCC2(C)O1,1,26
C=C1C(O)CC23CC1C(C)(C)C2CCC3C,1,29
C=CCCCCCCCC(C)=O,1,16
CC(C)CC=NCCC(C)C,1,16
C=CCCCCCCC(C)=O,1,15
CC(C)=CC(=O)SC(C)C,1,18
CC(C)CC(=O)SC(C)C,1,17
CCCCCCOC(CCCCC)OCCCCCC,1,22
C=CC(CCC)OC(C)=O,1,16
CCCC(CCCC(=O)OCC)OC(C)=O,1,24
CCC(C)SC(=O)C=C(C)C,1,19
CC(C)c1ccc(C(C)C=O)cc1,1,22
CCCCCC1=CCCC1=O,1,15
CCOC(=O)CCC(C)C,1,15
CCCCCCCCCCCC=CC=O,1,17
CCCCCC(=O)OCCC(C)CCC=C(C)C,1,26
CC1CC(C)(c2ccccc2)CO1,1,21
CCSC(C)SCC,1,10
SCS,1,3
CCCC(=O)C(=O)CCC,1,16
CC(O)C1CCCCC1,1,13
CC=C(C)C(=O)O,1,13
C=CCCCCCCCCCC(=O)O,1,18
CCSSC,1,5
CCOc1nccnc1C,1,12
CSCS,1,4
CCCCCCC(C(C)=O)C(=O)OCC,1,23
CCCCCCCCCC(=O)OCCC,1,18
CCCCCCCCCC(=O)OCC(C)C,1,21
CC1=CC=CCC1,1,11
C=C1C(=O)CC2CC1C2(C)C,1,21
CCc1nc(C)oc1C,1,13
Cc1ccc2c(c1)OCC(=O)CO2,1,22
CCCC(=O)OCC(C)CC,1,16
CCC(C)COC(=O)c1ccccc1O,1,22
COC(=O)c1ccccc1NC=O,1,19
CC1(O)CCC2C(=CCCC2(C)C)C1,1,25
C=CCCCCCCCC=O,1,13
CCCOC(=O)C(C)CC,1,15
C=CC(C)(CCC=C(C)C)OC(C)OCC,1,26
CCCCC1COCC(C)C1OC(C)=O,1,22
CCCCC=CCC(=O)OCC,1,16
CCC(C)(CCc1ccccc1)OC(C)=O,1,25
CCCCC1OCC(C)O1,1,14
C=C(C)C1C=CC(C)(O)CC1,1,21
CC(C)=CCS,1,9
CC(=O)CC(=O)OCc1ccccc1,1,22
CC(S)c1ccccc1,1,13
CCCC(C)CC=O,1,11
CCCCCCCOCC(=O)CO,1,16
C=CC(C)(CCC=C(C)C)OCC,1,21
CCOc1nccnc1C(C)C,1,16
CC(C)C(=O)OC1CC2CCC1(C)C2(C)C,1,29
CC(C)=CCOC(=O)C(C)C,1,19
CCCCCC(=O)OCC=C(C)C,1,19
CCCCCC(=O)OCSC,1,14
C=CC(O)CCCCCCC,1,14
CCCC(=O)OCC(C)OC(=O)CCC,1,23
CCc1ccc(C=O)s1,1,14
C=C(C)CCCC(C)CO,1,15
CC(=O)C1=NCCS1,1,14
CC(C)=CCOC(=O)C=C(C)C,1,21
CSCCCCCCN=C=S,1,13
CCCC(C)COC(=O)C(C)CCC,1,21
CCC1(O)C2(C)CCCC1(C)CC2,1,23
COC(CC(C)=O)OC,1,14
C=CCc1cc(OC)c(O)c(OC)c1,1,23
CC(=O)CSCc1ccco1,1,16
CCCCCCOC(=O)Cc1ccccc1,1,21
CCCOC(=O)Cc1ccccc1,1,18
CCC(=O)OC1CC(C)CCC1C(C)C,1,24
CCCOC(=O)CCC(C)=O,1,17
CCCC(=O)C(O)CCC,1,15
CC(C)CC(=O)Cc1ccccc1,1,20
CCCCCC(OCCCC)OCCCC,1,18
CSCCCCCN=C=S,1,12
CC(C)CC1OC(CC(C)C)OC(CC(C)C)O1,1,30
CCC=CC=CC(C)=O,1,14
C=CC(=O)CCCCCC,1,14
CCCCCCCC(O)CCCC(=O)OCC(O)CO,1,27
CCc1nccnc1SC,1,12
COc1cc(C)cc(OC)c1O,1,18
CCCC(=O)CC(=O)OCC,1,17
O=Cc1ccc(CO)o1,1,14
CC1COC(C(C)c2ccccc2)O1,1,22
O=C1CCCCCCCCCCCCCCO1,1,20
CCCCC(=O)c1ccco1,1,16
CC1OC(Cc2ccccc2)OC1C,1,20
CCCCCCCC(=O)OCCc1ccccc1,1,23
CCCCCCCCCCOC(=O)CCC,1,19
CCCCCCCCCCOC(=O)CC,1,18
CCCCCCC(=O)OCCC,1,15
CCCCCCCCCCC1OCC(C)O1,1,20
CCCCCCCCOC(=O)CC(C)C,1,20
C=C(C)CCC(C)=O,1,14
CCCC(=O)c1ccco1,1,15
CC(=O)Cc1ccco1,1,14
CCCCCCC1(C)CCC(=O)O1,1,20
COC(=O)CCCc1ccccc1,1,18
CCCC(=O)CCCC(=O)O,1,17
c1coc(COCc2ccco2)c1,1,19
SCc1ccccn1,1,10
O=C(OCCc1ccccc1)c1ccco1,1,23
C=C(C)COC(=O)CCC,1,16
C=CC(C)(CCC=C(C)C)OC(=O)Cc1ccccc1,1,33
CC(CCO)CCCC(C)(C)O,1,18
SCCCCCCCCCS,1,11
CCCCCC(=O)CC,1,12
CCCCCCCCCCCCOC(=O)CCC,1,21
CCCC(=O)OC1CCCCC1,1,17
CCCCCCCCCCCCOC(=O)C(C)C,1,23
CCCC(=O)OCc1ccc(OC)cc1,1,22
CCCCC(C)OC(=O)CCC,1,17
c1ccc(CCCc2ccccn2)cc1,1,21
CC(C)=CCCC(C)=CCCC(C)=CCO,1,25
O=C(O)C=Cc1ccccc1,1,17
O=C(O)C=C(CC(=O)O)C(=O)O,1,24
CC1CCC(C(C)C)C(=O)C1,1,20
CC(C)=C1CCC(C)CC1=O,1,19
Cc1coc2c1CCC(C)C2,1,17
CC(C)=CCCC(C)(O)C1CC=C(C)CC1,1,28
CCCCCCCC1CCC(=O)O1,1,18
CCCCCC1CCC(=O)O1,1,16
CC12CCC(C1)C(C)(C)C2O,1,21
CC(C)=CCCC(C)=CCCC(C)CCO,1,24
CC=CC(=O)OCC,1,12
CCCCCC(=O)OCC(C)OC(=O)CCCCC,1,27
CC(OC=O)c1ccccc1,1,16
CC(C)CC(=O)OC1CCCCC1,1,20
CC(S)CCS,1,8
CC(=O)c1nccs1,1,13
CCC(C)c1nccnc1OC,1,16
CSc1cnccn1,1,10
CSCCCCO,1,7
CC(C)CCOC(=O)C(C)C,1,18
CCCCCCOC(=O)C(C)O,1,17
CCc1cnc(C)s1,1,12
CCOC(=O)C(C)S,1,13
CCC=CSC,1,7
CC(=O)CCC1=C(C)CCCC1(C)C,1,24
CCCCCCCC(O)CC,1,13
CCCC=CC(=O)OCC,1,14
CSCc1ccco1,1,10
CCCC(S)CCOC(C)=O,1,16
CCCCCCOC(=O)CCCCCC,1,18
CCCC(S)CCO,1,10
CCCCCCCCOC(=O)CCCCCC,1,20
CCC(=O)CO,1,9
CCCCCC(CC)OC(C)=O,1,17
CCc1ccc(C)s1,1,12
CC(=O)c1sc(C)nc1C,1,17
CC(C)(S)CCO,1,11
CC1CC(=O)CO1,1,12
CCCCCCCCOC(=O)C(C)CC,1,20
COc1cncc(C)n1,1,13
CCC(C)C(=O)OCCC(C)C,1,19
CC(=O)C1=NCCCC1,1,15
CCCCCCCCCC1CCCC(=O)O1,1,21
CC(=O)C1=CCCCN1,1,15
CC(=O)c1cc(C)sc1C,1,17
CCC(C)C(=O)OCCc1ccccc1,1,22
CCCOC(=O)C(C)=O,1,15
CCc1nc(C)c(C)s1,1,15
Nc1ccccc1C(=O)OCc1ccccc1,1,24
CC(=O)CC(=O)OCC(C)C,1,19
CCCCCCCCC(=O)OCCC(C)C,1,21
Sc1cccs1,1,8
CCCCCSSC,1,8
CCCCSSCCC,1,9
CCCCCCCCC(=O)OCCCCCCC,1,21
CC(=O)CCC(=O)OCCC(C)C,1,21
C=CCCCCCCCC(=O)OCC,1,18
CCC(C)C(=O)OC(C)C,1,17
CNc1ccccc1C(=O)OCC(C)C,1,22
CCCCSSCC,1,8
CCCCCC(C)S,1,10
CCCCc1ccc(CC)s1,1,15
C=C(C)c1cc(C(C)=O)ccn1,1,22
C=C(C)c1ccnc(C(C)=O)c1,1,22
CCCCCC(CC(=O)OC)OC(C)=O,1,23
CC(C)CC1SC(C)NC(C)S1,1,20
CC(C)C1SSC(C(C)C)S1,1,19
CCC1=C(O)C(=O)CC1C,1,18
CCCc1nccnc1OC,1,13
CC(=O)CC(C)S,1,12
CCOc1cc(C(C)C)ccc1C,1,19
Cc1occc1SSc1ccoc1C,1,18
Cc1occc1SSCc1ccco1,1,18
CC(C)(S)CCOC=O,1,14
COCCC(C)(C)S,1,12
CCSSSC,1,6
C=CCSSSCCC,1,10
CCCc1cc(OC)c(O)c(OC)c1,1,22
CCCCOC(C)OCC,1,12
CCCC(=O)OCC1CCCO1,1,17
CCCCCCCCCC(=O)OCCCCC,1,20
CCCCCOC(=O)CCSC,1,15
CC(S)C(C)S,1,10
CCCCCCCOC(=O)C(C)CC,1,19
CC(C)CCOC(=O)CCc1ccco1,1,22
CCCC(=O)OCCC(S)CCC,1,18
CC(=O)C(=O)OCCC(C)C,1,19
CCCCC(CC)OC(C)=O,1,16
CCCCCC(=O)OCCC(S)CCC,1,20
Cc1cnc2c(n1)CCC2C,1,17
C=CCOC(=O)CCC(C)=O,1,18
CCC(=O)C(C)S,1,12
CCCCCC(C)OC(=O)CCC,1,18
CC1(C)CC2C3CCCC(C)(C3O)C2C1,1,27
CC1=CCC(C(C)(C)OC(=O)CC(C)C)CC1,1,31
CC(=O)c1oc(C)cc1C,1,17
CCn1cccc1C=O,1,12
CC1=C(CCC(C)O)C(C)(C)CCC1,1,25
CCCC(=O)OC(C)(C)C1CC=C(C)CC1,1,28
CC(=O)CCC1=C(C)C=CCC1(C)C,1,25
CCCC(=O)OC(C)c1ccccc1,1,21
CC(C)CC(=O)OC1CC(C)CCC1C(C)C,1,28
C=CC(C)(CCC=C(C)C)OC(=O)CCCCC,1,29
C=CCC(C=O)c1ccccc1,1,18
CCCCCCCC1OCC(C)O1,1,17
CCCCCCC(=O)OCc1ccco1,1,20
CCCCCC(=O)OCc1ccco1,1,19
CC1CCC(C(C)(C)O)C(O)C1,1,22
CCOC(=O)CCSCc1ccco1,1,19
O=COCc1ccco1,1,12
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,1,34
CC(=O)C=CC1=C(C)CCCC1(C)C,1,25
CC(C)=CCCC(C)=CC=O,1,18
CC=Cc1ccc(OC)c(OC)c1,1,20
CCOC(=O)C=Cc1ccccc1,1,19
CC(C)=CCCC(C)=CCO,1,17
CC=CC=CC=O,1,10
CC=Cc1ccc(OC)cc1,1,16
COC(=O)C=Cc1ccccc1,1,18
O=CC=Cc1ccccc1,1,14
CC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C,1,36
CC=CC(=O)O,1,10
CCC=CCCC=CC=O,1,13
COC(=O)Cc1ccc(C(C)(C)C)cc1,1,26
CC1COC(c2ccccc2)O1,1,18
CCCCCCCCCOC(=O)CCCCCCC,1,22
CCC=CCC1=C(C)CCC1=O,1,19
COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,1,32
CC=Cc1ccc(OC(C)=O)c(OC)c1,1,25
CC(C)COC(=O)C=Cc1ccccc1,1,23
CCOC(=O)C=Cc1ccco1,1,18
CCOC(=O)C(C)C(C)O,1,17
CCC=CCC=O,1,9
Cc1cc(SSc2cc(C)oc2C)c(C)o1,1,26
CC(C)C=CC(=O)O,1,14
C=CCOC(=O)C=Cc1ccccc1,1,21
COc1ccc(C=CC=O)cc1,1,18
CC=CC=CCO,1,9
CC=CCCCO,1,8
CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C,1,31
CC=CC(=O)OC,1,11
CCC=CC(=O)O,1,11
CCCCCCCCCOC(=O)c1ccccc1N,1,24
CCOC(=O)CC(C)CC(C)(C)C,1,22
CCOC1=C(C)OC(C)C1=O,1,19
CCOC(=O)C(C)(C)SC,1,17
CCCC(CC=O)SC,1,12
CCCCc1nccs1,1,11
Cc1oc2ccccc2c1C,1,15
CCCC=CCOC(C)=O,1,14
CC(=O)C=CC=C(C)CCC=C(C)C,1,24
CCCCCC(C=O)=Cc1ccccc1,1,21
CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)C,1,31
CC=CC(=O)C1=C(C)CCCC1(C)C,1,25
CC(C)=CCCC(C)=CC#N,1,18
O=C(C=Cc1ccccc1)OCC=Cc1ccccc1,1,29
CC=CC=CC(=O)OCC,1,15
CC(=O)OCC=C(C)CCC=C(C)C,1,23
CCCC1CC(=O)C=C(C)C1,1,19
CCc1ccccc1S,1,11
O=C1CCCCC=CCCCCCCCCCO1,1,22
CCOCc1ccccc1O,1,13
Cc1occc(=O)c1OC(=O)C(C)C,1,24
CC(=O)[n+]1cc(C)nc(C)c1,1,23
C=CCc1ccc(OC(=O)CC(C)C)c(OC)c1,1,30
CC1C=CCCC1(C)C=O,1,16
CC1C=CC2C(C)CCC(C(C)C)C2C1,1,26
CCCCCC(=O)OCCc1scnc1C,1,21
CCCC(=O)OCCc1scnc1C,1,19
CCOC(=O)CC(C)SCC,1,16
CC1=C2CCC(C)C=C2OC1=O,1,21
CC(C)CCCCCCCCCCC=O,1,18
CCCC(=O)OCSC,1,12
CCCCCC(C)(O)CC(C)C,1,18
CC=C(C)C(=O)OCC,1,15
CCCCCC=CC=CC(=O)OCC,1,19
CCCCCC=CCC=CCCCCCCCC(=O)O,1,25
CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C,1,30
CC(C)CCOC(=O)C=Cc1ccccc1,1,24
CCCCOC(=O)C=Cc1ccccc1,1,21
CC(C)OC(=O)C=Cc1ccccc1,1,22
CCOC(=O)C=CC(=O)OCC,1,19
CCCOC(=O)C=Cc1ccccc1,1,20
CCCCOCc1ccc(O)c(OC)c1,1,21
CSC(C)(C)CC(C)=O,1,16
CCCCCC=C1CCCC1=O,1,16
CC1=C(O)C(=O)CO1,1,16
CSCCOC(C)=O,1,11
CC1=NC(CC(C)C)SC1C,1,18
CCOC(=O)COc1ccc(C)cc1,1,21
CCC=CCCCC(=O)O,1,14
CCCCCC=CC(=O)O,1,14
CCCC=CC(=O)O,1,12
CCCCCC=CCC=CCCCCCCCC(=O)OCC,1,27
CC(=O)OCC=Cc1ccccc1,1,19
CC(C)=CCCC(C)=CCOC=O,1,20
CC(=O)C=CC1C(C)=CCCC1(C)C,1,25
C=CC(C)=CCC=C(C)C,1,17
C=CC(=C)CCC=C(C)CCC=C(C)C=O,1,27
C=CC(C)=CCC=C(C)CCC=C(C)C=O,1,27
C=C1C2CCC(C2)C1(C)CCC=C(C)CO,1,28
CC1=CCCC(C)=CCC(C)(C)C=CC1,1,26
C=CC(=C)CCC=C(C)CCC=C(C)C,1,25
C=CC(C)=CCC=C(C)CCC=C(C)C,1,25
C=C1CCC=C(C)CCC2C1CC2(C)C,1,25
CCC=CCCO,1,8
CCCC=CCO,1,8
CCCCC=CCO,1,9
CCOC(=O)C=C(C)CCC=C(C)C,1,23
O=C1CCCCCCCC=CCCCCCCC1,1,22
C=CC(C)(O)CCC=C(C)CCC=C(C)C,1,27
CCCCCCCCC=CCCCCCCCCO,1,20
Nc1ccccc1C(=O)OCC=Cc1ccccc1,1,27
CCCCCCCCCCC=CC=O,1,16
CCCCCCCCCC=CC=O,1,15
CCCC=CCCCCC=O,1,13
CCCCCCCC=CC=O,1,13
CCCCC=CCCC=O,1,12
CCCC=CC=CC=O,1,12
CC=CCCCCC=O,1,11
CCCCCC=CC=O,1,11
CCCCC=CC=O,1,10
CCCC=CCOC(=O)CCC,1,16
CCCC=CCOC(=O)CC(C)C,1,19
CCCC=CCOC(=O)C(C)CC,1,19
CC=C(C)C(=O)OCCCC,1,17
CCC=CCCOC(=O)CCC,1,16
CCCCCC=CCC1CCC(=O)O1,1,20
CCCCCC=CCCC(=O)OC,1,17
CCC=CCCOC(=O)CCCCCCC,1,20
CCCC(=O)OCC=C(C)CCC=C(C)C,1,25
CC(C)=CCCC(C)=CC1OCC(C)O1,1,25
CC=CC(C)C,1,9
CC=CC=CC(=O)OC,1,14
CC=C(C)C=O,1,10
CCCSSSC,1,7
CCCCCC=CCO,1,10
CCCCCC=CC=CC(=O)NCC(C)C,1,23
COc1cc(C=CC(C)=O)ccc1O,1,22
CC(C)=CCCC(C)=CCOC(=O)c1ccccc1,1,30
CCC=CCCOC(=O)CCCC,1,17
CCCC=CCOC(=O)CCCC,1,17
CCCC=CCOC(=O)CCCCC,1,18
CCCC=CCOC=O,1,11
CCCCCCCCCC=CCO,1,14
CCCC=CCCCO,1,10
CCCCCC=CCCCOC(C)=O,1,18
CCCCCC=CCCO,1,11
C=CCC=CCCC(=O)OCC,1,17
CCCC=CCCC(=O)OCC,1,16
CCC=CCCOC(C)=O,1,14
CCC=CCCOC(=O)CCCCC,1,18
CCC=CCCOC(=O)C(C)C,1,18
CCCC=CCOC(=O)CC,1,15
CCCCC(CO)C(C)=O,1,15
O=C(C=Cc1ccccc1)OC1CCCCC1,1,25
CC=C(C)C(=O)OCCc1ccccc1,1,23
CC=C(C)C(=O)OC,1,14
CCCCCC(=O)OCC=Cc1ccccc1,1,23
C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,1,35
CC(C)CC(=O)OCC=Cc1ccccc1,1,24
CCC(=O)OCC=C(C)CCC=C(C)C,1,24
CC(C)C(=O)OCC=Cc1ccccc1,1,23
CCC(=O)OCC=Cc1ccccc1,1,20
COC(=O)C=Cc1ccco1,1,17
O=C1CCCCCCCC=CCCCCCCO1,1,22
CCCC(=O)OCC=Cc1ccccc1,1,21
CCC=CCC(=O)O,1,12
COc1ccc(C=C(C)C=O)cc1,1,21
CCCCCCCCC=CCCCCCCCC(=O)OCCCC,1,28
CCC=CCC(=O)OC,1,13
CCC=CCCCCC=O,1,12
CCCCCC=CC=CCO,1,13
CCC=CCCCCCC=O,1,13
CC(C)CC=C(C=O)C(C)C,1,19
CCC=CCC(=O)OCC,1,14
CCCCCC=CCOC(=O)CCC,1,18
CC=CC(=O)C(C)CC,1,15
CCC1N=C(C)C(C)S1,1,16
CCCCCC=CCCC(=O)OCC,1,18
CCOC(=O)C1OC1(C)c1ccc(C)cc1,1,27
CCCCCC=C(C)C=O,1,14
CC(=O)c1ccnc(C)n1,1,17
CC(=CC(C)C)C(=O)O,1,17
CCC(C)C1N=C(C)C(C)S1,1,20
C=Cc1sc(C)nc1C,1,14
CCCCCC=CC(=O)OCC,1,16
CCC=CCC(OCC)OCC,1,15
CCC=CCCOC(=O)C(C)O,1,18
C=C1CCCC(C)(C)C1C=CC(C)=O,1,25
CCCC=CCCC(C)=O,1,14
CC=CC=CCOC(C)=O,1,15
CCC=CCCOC(=O)C(C)=O,1,19
CCCCCCCCC=CCCCCCCCCOC(C)=O,1,26
CCCCCCC=CC(C)=O,1,15
CC(=O)C=CCCC(C)C,1,16
CCCCCCCC=CCOC(C)=O,1,18
CCCCC=CCOC(C)=O,1,15
CCC=CCCC=CCOC(C)=O,1,18
C=CC(C)=CCC(O)C(=C)C,1,20
CCC=CCCC=O,1,10
CCC=CCCCCCO,1,11
CC(C)=CCCC(C)=CC(C)O,1,20
CCC=CCC=CCCO,1,12
O=C1CCCCCC=CCCCCCCCCO1,1,22
CCC=CCCOC=O,1,11
CCCC=CC(OCC)OCC,1,15
CCCC=CCOC(=O)CCCCCCC,1,20
CCC=CCCOC(=O)C(C)CC,1,19
CCC=CCCOC(=O)CC,1,15
CCCCCCCCC=CCO,1,13
CCCCCCCCCCC=CCO,1,15
CCCCCCC=CCO,1,11
CCC=CCO,1,7
CCC=CC=O,1,8
C=CCOC(=O)C(C)=CC,1,17
CCCCCC=CC(=O)OC,1,15
CCCC=CCCO,1,9
C=CC(C)(O)CC=CC(=C)C,1,20
CC=CC(O)CCCC,1,12
CC=C(C)C(=O)OCCC(C)C,1,20
CC=CC(=O)C1C(C)=CCCC1(C)C,1,25
CC=CC(=O)C1=C(C)C=CCC1(C)C,1,26
CC(C)=CCCC(C)=CCOC(=O)Cc1ccccc1,1,31
CC=CC(=O)OCCCCCC,1,16
CCCCCC(=O)OCC=C(C)CCC=C(C)C,1,27
CC(C)=CCCC(C)=CCOC(=O)C(C)C,1,27
C=CCCC(=O)C=CC1C(C)=CCCC1(C)C,1,29
CC=CC(=O)C1C(C)C=CCC1(C)C,1,25
COC(=O)C=C(C)CCC=C(C)C,1,22
CCC=C(C)C(=O)O,1,14
CC=CC(=O)CCCC,1,13
C=CC(C)(O)CCC=C(C)CCC=C(C)CCC=C(C)C,1,35
CCCCC(=O)OCC=C(C)CCC=C(C)C,1,26
CC=C(C)C=CC=C(C)C,1,17
C=CC(C)=CCCC(C)(C)O,1,19
CCCCCC(=Cc1ccccc1)CO,1,20
CCCC=CCOC(=O)Cc1ccccc1,1,22
CCCCCC=CCC1CCCC1=O,1,18
CC=C(C)C(=O)OCC(C)C,1,19
